iteration,episode,ag1_iql_loss,ag2_iql_loss
1246,62300,11333797619066099712.00000,0.00078
1247,62350,11080281090813894656.00000,0.00076
1248,62400,11019195291361099776.00000,0.00077
1249,62450,11105909538119512064.00000,0.00081
1250,62500,11122699000232585216.00000,0.00079
1251,62550,11301502895615608832.00000,0.00072
1252,62600,11501832241174755328.00000,0.00073
1253,62650,11337153297565421568.00000,0.00075
1254,62700,11259753353818228736.00000,0.00077
1255,62750,11421668263027007488.00000,0.00080
1256,62800,11491430084363829248.00000,0.00077
1257,62850,11418370966926299136.00000,0.00078
1258,62900,11921297191649746944.00000,0.00076
1259,62950,11344221037400332288.00000,0.00074
1260,63000,11536567575689211904.00000,0.00073
1261,63050,11704337818217570304.00000,0.00075
1262,63100,11782770325939537920.00000,0.00081
1263,63150,11870537108905168896.00000,0.00076
1264,63200,11601049856707594240.00000,0.00078
1265,63250,11602972490508161024.00000,0.00078
1266,63300,11946953592904720384.00000,0.00079
1267,63350,11932613789765783552.00000,0.00082
1268,63400,11891509278744326144.00000,0.00075
1269,63450,12025302856912662528.00000,0.00082
1270,63500,11892206844790671360.00000,0.00077
1271,63550,11844391538764500992.00000,0.00081
1272,63600,12054617999020509184.00000,0.00080
1273,63650,11975683931849601024.00000,0.00074
1274,63700,12204964115911258112.00000,0.00082
1275,63750,12255154787033696256.00000,0.00077
1276,63800,11973459455009914880.00000,0.00078
1277,63850,12177535598543878144.00000,0.00077
1278,63900,11981882407873155072.00000,0.00078
1279,63950,12255173240259407872.00000,0.00079
1280,64000,12390829060944324608.00000,0.00074
1281,64050,12036061017876137984.00000,0.00071
1282,64100,12097993817754775552.00000,0.00074
1283,64150,12433479809726957568.00000,0.00075
1284,64200,12380333662733729792.00000,0.00074
1285,64250,12417505080822976512.00000,0.00075
1286,64300,12509396488730218496.00000,0.00070
1287,64350,12426580761901228032.00000,0.00072
1288,64400,12520714536914411520.00000,0.00065
1289,64450,12560877205073676288.00000,0.00070
1290,64500,12441667078316849152.00000,0.00069
1291,64550,12488685614267758592.00000,0.00075
1292,64600,12728350864988514304.00000,0.00078
1293,64650,12465434651165179904.00000,0.00070
1294,64700,12758071235667644416.00000,0.00072
1295,64750,12736219895509377024.00000,0.00067
1296,64800,13102802309692350464.00000,0.00074
1297,64850,12932378099983970304.00000,0.00073
1298,64900,12811465768764297216.00000,0.00074
1299,64950,12994067591919671296.00000,0.00074
1300,65000,13137371575232442368.00000,0.00071
1301,65050,12719582309547640832.00000,0.00071
1302,65100,12705852016398741504.00000,0.00074
1303,65150,12821929267495190528.00000,0.00076
1304,65200,13144695535032940544.00000,0.00075
1305,65250,13354964435069138944.00000,0.00079
1306,65300,13038511136964931584.00000,0.00077
1307,65350,13339846306649815040.00000,0.00076
1308,65400,13045593573640351744.00000,0.00078
1309,65450,13104544180464861184.00000,0.00078
1310,65500,13344107543461793792.00000,0.00075
1311,65550,13370748677914710016.00000,0.00076
1312,65600,13246773156443955200.00000,0.00080
1313,65650,13554330400163293184.00000,0.00083
1314,65700,13497295124233414656.00000,0.00089
1315,65750,13508669258617100288.00000,0.00082
1316,65800,13336229020198993920.00000,0.00078
1317,65850,13457391697932808192.00000,0.00076
1318,65900,13622262139162533888.00000,0.00079
1319,65950,13803538256346617856.00000,0.00076
1320,66000,13403598018485329920.00000,0.00078
1321,66050,13858959803541334016.00000,0.00078
1322,66100,13671256579709612032.00000,0.00073
1323,66150,13744080124004610048.00000,0.00077
1324,66200,13814783046080366592.00000,0.00072
1325,66250,13880856862330214400.00000,0.00072
1326,66300,13788875675049371648.00000,0.00075
1327,66350,13800342069004240896.00000,0.00079
1328,66400,13863421967896483840.00000,0.00071
1329,66450,14179666390072236032.00000,0.00072
1330,66500,13963858981182631936.00000,0.00069
1331,66550,13971799684857561088.00000,0.00069
1332,66600,13799520224485388288.00000,0.00073
1333,66650,13918689279511984128.00000,0.00075
1334,66700,14201277437963573248.00000,0.00074
1335,66750,14007451193572046848.00000,0.00071
1336,66800,14229315237425995776.00000,0.00067
1337,66850,14180428259441700864.00000,0.00071
1338,66900,14081043219389130752.00000,0.00073
1339,66950,14003647126317125632.00000,0.00070
1340,67000,14126779540063524864.00000,0.00070
1341,67050,14113069987649859584.00000,0.00075
1342,67100,14403072675469010944.00000,0.00073
1343,67150,14544656755173916672.00000,0.00077
1344,67200,14442705677714589696.00000,0.00067
1345,67250,14454275370059460608.00000,0.00067
1346,67300,14443031173620672512.00000,0.00069
1347,67350,14080286556228372480.00000,0.00074
1348,67400,14498521097104123904.00000,0.00072
1349,67450,14691515797649770496.00000,0.00074
1350,67500,14632365902584258560.00000,0.00070
1351,67550,14460194870453424128.00000,0.00074
1352,67600,14781866208082518016.00000,0.00076
1353,67650,14658389845638100992.00000,0.00071
1354,67700,14709099275735140352.00000,0.00074
1355,67750,14516957246663473152.00000,0.00076
1356,67800,14884601261233870848.00000,0.00074
1357,67850,14634857951301701632.00000,0.00077
1358,67900,14958033467353333760.00000,0.00072
1359,67950,15066003402831118336.00000,0.00070
1360,68000,14863317489052493824.00000,0.00071
1361,68050,14876588963529287680.00000,0.00070
1362,68100,14879374720979120128.00000,0.00067
1363,68150,14658094031359922176.00000,0.00092
1364,68200,15113307361094844416.00000,0.00073
1365,68250,15207150867904854016.00000,0.00076
1366,68300,15356368890484416512.00000,0.00077
1367,68350,14929680449148071936.00000,0.00074
1368,68400,14875901742261293056.00000,0.00075
1369,68450,15473201615059623936.00000,0.00073
1370,68500,14915381752227393536.00000,0.00070
1371,68550,15150120708874887168.00000,0.00070
1372,68600,15157200954587346944.00000,0.00086
1373,68650,15298912327200739328.00000,0.00099
1374,68700,15497987276581769216.00000,0.00074
1375,68750,15534281464706537472.00000,0.00069
1376,68800,15207814851383244800.00000,0.00075
1377,68850,15254993352915410944.00000,0.00091
1378,68900,15433794236847841280.00000,0.00079
1379,68950,15825294707304617984.00000,0.00075
1380,69000,15606351443558862848.00000,0.00078
1381,69050,15722495954216105984.00000,0.00077
1382,69100,15805578722390407168.00000,0.00078
1383,69150,15717217997224718336.00000,0.00075
1384,69200,16105834790253389824.00000,0.00074
1385,69250,15574428277515927552.00000,0.00074
1386,69300,15470723908962232320.00000,0.00071
1387,69350,15927844147039993856.00000,0.00073
1388,69400,15784898579808329728.00000,0.00074
1389,69450,15834093228460800000.00000,0.00077
1390,69500,15997448680354418688.00000,0.00078
1391,69550,16095252165684232192.00000,0.00073
1392,69600,16082468942488573952.00000,0.00072
1393,69650,15971153049440114688.00000,0.00067
1394,69700,16223037323879157760.00000,0.00073
1395,69750,16207979371989608448.00000,0.00080
1396,69800,15910282180322260992.00000,0.00091
1397,69850,16342761471078055936.00000,0.00075
1398,69900,16197507630673154048.00000,0.00084
1399,69950,16257226837154902016.00000,0.00077
1400,70000,16504361857042606080.00000,0.00078
1401,70050,16341478539250999296.00000,0.00086
1402,70100,16315649986848407552.00000,0.00079
1403,70150,16515889926575509504.00000,0.00078
1404,70200,16359598322294654976.00000,0.00072
1405,70250,16280487173085310976.00000,0.00079
1406,70300,16517320606963458048.00000,0.00077
1407,70350,16278802026233833472.00000,0.00074
1408,70400,16073959185028208640.00000,0.00072
1409,70450,16571432304417875968.00000,0.00072
1410,70500,16334847600517367808.00000,0.00074
1411,70550,16395120686976237568.00000,0.00079
1412,70600,16869978304830851072.00000,0.00096
1413,70650,16518510554059251712.00000,0.00080
1414,70700,17127323850544189440.00000,0.00086
1415,70750,16761846628861294592.00000,0.00080
1416,70800,16992397309058039808.00000,0.00091
1417,70850,16782785565915682816.00000,0.00079
1418,70900,16764015164212387840.00000,0.00072
1419,70950,16733935472487690240.00000,0.00073
1420,71000,16998167292888346624.00000,0.00089
1421,71050,16840460217574119424.00000,0.00078
1422,71100,16898500462954594304.00000,0.00071
1423,71150,17197534824695273472.00000,0.00074
1424,71200,17008895758792986624.00000,0.00072
1425,71250,17323868049341954048.00000,0.00071
1426,71300,16999839333286811648.00000,0.00071
1427,71350,17323879551403489280.00000,0.00069
1428,71400,17281161750241449984.00000,0.00069
1429,71450,17136055756084611072.00000,0.00069
1430,71500,17379874876724264960.00000,0.00076
1431,71550,17095958560358924288.00000,0.00076
1432,71600,17737433658532231168.00000,0.00073
1433,71650,17313253915662962688.00000,0.00070
1434,71700,16842095336920670208.00000,0.00072
1435,71750,17118050677402834944.00000,0.00090
1436,71800,17638206751424395264.00000,0.00070
1437,71850,17398548392169736192.00000,0.00070
1438,71900,17658819602349979648.00000,0.00068
1439,71950,17228387900322457600.00000,0.00069
1440,72000,17600722462677782528.00000,0.00075
1441,72050,17740816431094272000.00000,0.00073
1442,72100,17940022837135288320.00000,0.00074
1443,72150,17825904824941301760.00000,0.00075
1444,72200,17796620228421122048.00000,0.00073
1445,72250,17439265582093780992.00000,0.00067
1446,72300,18149979925960192000.00000,0.00068
1447,72350,17895576087797616640.00000,0.00067
1448,72400,17890542783726673920.00000,0.00067
1449,72450,18362972162783604736.00000,0.00069
1450,72500,18042174468311986176.00000,0.00071
1451,72550,18182980643921774592.00000,0.00071
1452,72600,18369588250036539392.00000,0.00066
1453,72650,17999938095392311296.00000,0.00070
1454,72700,17930336822050904064.00000,0.00071
1455,72750,18172590203377752064.00000,0.00068
1456,72800,18093836193987846144.00000,0.00064
1457,72850,18204814342521692160.00000,0.00068
1458,72900,18328425959422724096.00000,0.00083
1459,72950,18156659458781243392.00000,0.00071
1460,73000,17963024385779640320.00000,0.00073
1461,73050,18414684447212859392.00000,0.00067
1462,73100,18165743816035254272.00000,0.00074
1463,73150,18218770817719947264.00000,0.00066
1464,73200,18384591561941811200.00000,0.00069
1465,73250,18658350335014866944.00000,0.00070
1466,73300,18650209974796079104.00000,0.00068
1467,73350,18372419446731882496.00000,0.00077
1468,73400,18415176860806400000.00000,0.00069
1469,73450,18564589955011989504.00000,0.00070
1470,73500,18554573959665582080.00000,0.00076
1471,73550,18974903750534111232.00000,0.00074
1472,73600,18747735354325442560.00000,0.00071
1473,73650,18567063996634075136.00000,0.00070
1474,73700,18836182470803107840.00000,0.00064
1475,73750,18748193543807602688.00000,0.00068
1476,73800,18804040963478855680.00000,0.00072
1477,73850,18954791787655438336.00000,0.00070
1478,73900,18909794431457144832.00000,0.00070
1479,73950,19227876426992959488.00000,0.00073
1480,74000,18993526597678104576.00000,0.00075
1481,74050,18715174715631611904.00000,0.00072
1482,74100,18930092959518130176.00000,0.00082
1483,74150,19007334346744672256.00000,0.00071
1484,74200,18801934361911603200.00000,0.00069
1485,74250,19244074731887882240.00000,0.00067
1486,74300,18914918627652251648.00000,0.00071
1487,74350,19571097873917616128.00000,0.00066
1488,74400,19180915657653735424.00000,0.00070
1489,74450,19422295682148835328.00000,0.00073
1490,74500,19274705967006965760.00000,0.00074
1491,74550,19154687269973434368.00000,0.00073
1492,74600,19346791865583685632.00000,0.00072
1493,74650,19716416105600843776.00000,0.00068
1494,74700,19379794042588405760.00000,0.00064
1495,74750,19626090975166009344.00000,0.00071
1496,74800,19532941369529958400.00000,0.00071
1497,74850,19224647942818426880.00000,0.00069
1498,74900,19572652690467258368.00000,0.00075
1499,74950,19921770256844976128.00000,0.00071
1500,75000,19856140857921433600.00000,0.00073
1501,75050,19515324889311522816.00000,0.00076
1502,75100,19710177916273025024.00000,0.00067
1503,75150,19722888269110661120.00000,0.00065
1504,75200,19650815494169788416.00000,0.00070
1505,75250,19623014400701734912.00000,0.00071
1506,75300,19819655502127091712.00000,0.00082
1507,75350,19704794100846755840.00000,0.00064
1508,75400,20038931134399315968.00000,0.00071
1509,75450,19747730058166001664.00000,0.00073
1510,75500,20077696678315909120.00000,0.00069
1511,75550,19998205967688204288.00000,0.00068
1512,75600,20128867191309389824.00000,0.00070
1513,75650,20246486545817456640.00000,0.00070
1514,75700,20009782555124527104.00000,0.00072
1515,75750,20209941944288571392.00000,0.00069
1516,75800,20537998317367070720.00000,0.00068
1517,75850,20328341370801348608.00000,0.00070
1518,75900,20174897871177990144.00000,0.00072
1519,75950,20283938644501065728.00000,0.00066
1520,76000,20130137443763597312.00000,0.00070
1521,76050,20421945233240121344.00000,0.00066
1522,76100,20511043737322606592.00000,0.00069
1523,76150,20219787188813484032.00000,0.00074
1524,76200,20620077158944120832.00000,0.00067
1525,76250,20167493063294808064.00000,0.00073
1526,76300,20869052874534432768.00000,0.00064
1527,76350,20290095726458777600.00000,0.00064
1528,76400,20903439307628662784.00000,0.00070
1529,76450,20249066975153008640.00000,0.00072
1530,76500,20323687731908485120.00000,0.00072
1531,76550,20308835670476935168.00000,0.00066
1532,76600,20554885509071187968.00000,0.00075
1533,76650,20722210593912262656.00000,0.00072
1534,76700,20546546713170087936.00000,0.00069
1535,76750,20523586182297763840.00000,0.00081
1536,76800,21075032260929482752.00000,0.00075
1537,76850,20829570301601054720.00000,0.00072
1538,76900,20728364783278678016.00000,0.00076
1539,76950,20941429713257562112.00000,0.00068
1540,77000,21116687534253961216.00000,0.00067
1541,77050,21422235990513381376.00000,0.00071
1542,77100,20836860236247232512.00000,0.00072
1543,77150,21070158938306109440.00000,0.00069
1544,77200,20909551647312678912.00000,0.00071
1545,77250,21074499286736314368.00000,0.00075
1546,77300,20957000486510792704.00000,0.00078
1547,77350,21254932794308194304.00000,0.00069
1548,77400,21722939252323147776.00000,0.00069
1549,77450,21398540685748236288.00000,0.00071
1550,77500,21183573956198776832.00000,0.00073
1551,77550,21754531312123981824.00000,0.00091
1552,77600,21654709261777223680.00000,0.00070
1553,77650,21613633492109406208.00000,0.00070
1554,77700,21506751464381845504.00000,0.00075
1555,77750,21484399987442802688.00000,0.00071
1556,77800,21558202053008314368.00000,0.00071
1557,77850,21224111232795152384.00000,0.00067
1558,77900,21485708346740400128.00000,0.00071
1559,77950,21501295054082617344.00000,0.00073
1560,78000,20869778393505488896.00000,0.00069
1561,78050,21447225824989593600.00000,0.00067
1562,78100,21850123217096998912.00000,0.00071
1563,78150,21274015936590503936.00000,0.00080
1564,78200,21478675519633866752.00000,0.00071
1565,78250,21702182633842339840.00000,0.00070
1566,78300,21666258253723209728.00000,0.00073
1567,78350,21456625372196601856.00000,0.00070
1568,78400,21981117669810847744.00000,0.00071
1569,78450,21944104358507352064.00000,0.00072
1570,78500,22291825486280724480.00000,0.00068
1571,78550,21934004232185655296.00000,0.00075
1572,78600,21897468979163361280.00000,0.00085
1573,78650,21903796300711448576.00000,0.00075
1574,78700,22038352148135075840.00000,0.00071
1575,78750,21899998020432584704.00000,0.00069
1576,78800,22025435338851364864.00000,0.00066
1577,78850,22159279433772146688.00000,0.00065
1578,78900,22139614073494274048.00000,0.00067
1579,78950,21606321629446733824.00000,0.00069
1580,79000,22566882481260576768.00000,0.00063
1581,79050,22136326828278214656.00000,0.00067
1582,79100,22499032429459148800.00000,0.00071
1583,79150,22332997521436622848.00000,0.00086
1584,79200,22355861290436198400.00000,0.00073
1585,79250,22301518009227636736.00000,0.00068
1586,79300,22345913695877894144.00000,0.00067
1587,79350,22756713521600020480.00000,0.00070
1588,79400,22741872839819124736.00000,0.00071
1589,79450,22870534887287648256.00000,0.00066
1590,79500,22548500951207104512.00000,0.00063
1591,79550,22653994874836742144.00000,0.00066
1592,79600,22429434253457633280.00000,0.00069
1593,79650,22926104603673882624.00000,0.00065
1594,79700,22425413807910903808.00000,0.00066
1595,79750,22634736515983732736.00000,0.00066
1596,79800,22567307461579943936.00000,0.00067
1597,79850,22708184583894863872.00000,0.00075
1598,79900,22432056978372370432.00000,0.00068
1599,79950,23137444071853678592.00000,0.00066
1600,80000,22948740964231303168.00000,0.00066
1601,80050,22503783998821093376.00000,0.00066
1602,80100,22601024742465675264.00000,0.00079
1603,80150,22376986678039707648.00000,0.00067
1604,80200,22442740754848710656.00000,0.00068
1605,80250,22948055178219110400.00000,0.00067
1606,80300,23542917599093510144.00000,0.00066
1607,80350,22819079005414010880.00000,0.00072
1608,80400,23426468218871799808.00000,0.00067
1609,80450,23001351729040404480.00000,0.00069
1610,80500,23334941043050147840.00000,0.00063
1611,80550,23183350783770267648.00000,0.00070
1612,80600,23775958494758117376.00000,0.00070
1613,80650,23699188814572752896.00000,0.00069
1614,80700,23518624855121326080.00000,0.00066
1615,80750,23203253784704163840.00000,0.00066
1616,80800,22886530153071583232.00000,0.00078
1617,80850,23650138776544317440.00000,0.00093
1618,80900,23127011922765103104.00000,0.00065
1619,80950,23238887005397610496.00000,0.00079
1620,81000,23210904196761260032.00000,0.00071
1621,81050,23822715490423119872.00000,0.00071
1622,81100,23483188520107614208.00000,0.00070
1623,81150,23564460727019192320.00000,0.00066
1624,81200,23294542466775973888.00000,0.00069
1625,81250,23737087796344786944.00000,0.00069
1626,81300,23592512276145025024.00000,0.00066
1627,81350,23322942274231078912.00000,0.00073
1628,81400,24044337550147125248.00000,0.00069
1629,81450,23443477895411892224.00000,0.00070
1630,81500,23402094374725509120.00000,0.00086
1631,81550,23599753515260071936.00000,0.00067
1632,81600,23738638333010153472.00000,0.00063
1633,81650,23694136948575621120.00000,0.00063
1634,81700,23360354251160514560.00000,0.00088
1635,81750,23998708117600854016.00000,0.00062
1636,81800,24157136773824225280.00000,0.00060
1637,81850,23707160554853281792.00000,0.00069
1638,81900,24370385756207902720.00000,0.00070
1639,81950,24318863079412633600.00000,0.00069
1640,82000,24257845878261063680.00000,0.00063
1641,82050,24072978150509420544.00000,0.00067
1642,82100,24404624074228453376.00000,0.00076
1643,82150,24035336217208262656.00000,0.00070
1644,82200,24001803014435807232.00000,0.00066
1645,82250,24283217786801229824.00000,0.00065
1646,82300,24252193366930128896.00000,0.00069
1647,82350,23997168464678273024.00000,0.00068
1648,82400,24212460546326085632.00000,0.00066
1649,82450,24441744181468762112.00000,0.00066
1650,82500,24827658430535487488.00000,0.00063
1651,82550,24137215158023016448.00000,0.00069
1652,82600,24281878220651610112.00000,0.00070
1653,82650,24593105797100974080.00000,0.00065
1654,82700,24566992259872497664.00000,0.00071
1655,82750,24298048334430674944.00000,0.00064
1656,82800,24389628880185647104.00000,0.00066
1657,82850,24235898857332281344.00000,0.00070
1658,82900,24645965389347991552.00000,0.00065
1659,82950,24671875818995412992.00000,0.00066
1660,83000,24340149420020240384.00000,0.00063
1661,83050,24536760734994300928.00000,0.00069
1662,83100,24634342868173410304.00000,0.00066
1663,83150,24781600472845910016.00000,0.00073
1664,83200,24522177430444257280.00000,0.00063
1665,83250,24562569421505118208.00000,0.00080
1666,83300,24856878448394596352.00000,0.00081
1667,83350,24540950507031519232.00000,0.00064
1668,83400,24990016263168905216.00000,0.00090
1669,83450,25030894389505728512.00000,0.00067
1670,83500,24068783976799969280.00000,0.00062
1671,83550,25021987027934765056.00000,0.00066
1672,83600,25397912241930813440.00000,0.00069
1673,83650,25022264526215147520.00000,0.00069
1674,83700,24510264877208031232.00000,0.00069
1675,83750,25329371555333308416.00000,0.00066
1676,83800,25076382820953214976.00000,0.00064
1677,83850,24742757593827414016.00000,0.00063
1678,83900,25364650645750394880.00000,0.00062
1679,83950,25013160347595124736.00000,0.00064
1680,84000,24871174832739639296.00000,0.00076
1681,84050,24782388949323710464.00000,0.00073
1682,84100,25065427053874421760.00000,0.00064
1683,84150,24986950184119799808.00000,0.00067
1684,84200,25134054916858232832.00000,0.00069
1685,84250,25293497613386600448.00000,0.00073
1686,84300,25657983106462007296.00000,0.00064
1687,84350,25061763166702997504.00000,0.00065
1688,84400,25092654901058985984.00000,0.00067
1689,84450,25461026583905689600.00000,0.00064
1690,84500,25396038677815959552.00000,0.00067
1691,84550,25646141037273772032.00000,0.00066
1692,84600,25331214272562495488.00000,0.00070
1693,84650,25141931501092597760.00000,0.00064
1694,84700,24737863889724174336.00000,0.00066
1695,84750,25101566745008009216.00000,0.00066
1696,84800,25442119138345730048.00000,0.00079
1697,84850,25790454258807193600.00000,0.00065
1698,84900,25032377034559606784.00000,0.00064
1699,84950,25942840059535900672.00000,0.00065
1700,85000,25254671575280029696.00000,0.00065
1701,85050,25593492757159084032.00000,0.00068
1702,85100,25923649994875326464.00000,0.00068
1703,85150,25396813802303594496.00000,0.00067
1704,85200,25479245940307197952.00000,0.00061
1705,85250,26124527703529033728.00000,0.00069
1706,85300,25811757401376399360.00000,0.00063
1707,85350,25586829335687958528.00000,0.00064
1708,85400,26091792449997217792.00000,0.00068
1709,85450,26027788162691239936.00000,0.00061
1710,85500,25524490008480452608.00000,0.00065
1711,85550,25568373621692846080.00000,0.00069
1712,85600,25877777899293024256.00000,0.00068
1713,85650,26064785044616310784.00000,0.00080
1714,85700,26093485283795759104.00000,0.00063
1715,85750,25906042023223689216.00000,0.00067
1716,85800,25687998528510263296.00000,0.00077
1717,85850,26218927163154800640.00000,0.00066
1718,85900,26326098400005640192.00000,0.00063
1719,85950,26171337643734978560.00000,0.00063
1720,86000,25918753287210106880.00000,0.00069
1721,86050,25763805644159700992.00000,0.00064
1722,86100,25706254315460923392.00000,0.00070
1723,86150,26152098885392326656.00000,0.00066
1724,86200,26126833824720977920.00000,0.00068
1725,86250,25718234308506529792.00000,0.00060
1726,86300,25689811756648554496.00000,0.00088
1727,86350,26173447005532876800.00000,0.00061
1728,86400,26843708517291880448.00000,0.00084
1729,86450,26278478042714480640.00000,0.00069
1730,86500,26350802887491571712.00000,0.00067
1731,86550,26618390978836111360.00000,0.00070
1732,86600,26119366949046362112.00000,0.00067
1733,86650,26068402436040024064.00000,0.00066
1734,86700,26158880076953178112.00000,0.00082
1735,86750,26716891199478501376.00000,0.00065
1736,86800,25949795360527491072.00000,0.00067
1737,86850,25954885381143814144.00000,0.00070
1738,86900,26276401087225278464.00000,0.00078
1739,86950,26261745758215307264.00000,0.00065
1740,87000,26137827400229097472.00000,0.00069
1741,87050,26687505901946580992.00000,0.00085
1742,87100,26435679980467654656.00000,0.00069
1743,87150,26076189684246904832.00000,0.00066
1744,87200,26528298970652053504.00000,0.00063
1745,87250,26152011511982501888.00000,0.00078
1746,87300,26122694420521549824.00000,0.00073
1747,87350,25902397178237878272.00000,0.00063
1748,87400,26702385559842459648.00000,0.00070
1749,87450,27202021975752687616.00000,0.00065
1750,87500,26542684230869815296.00000,0.00065
1751,87550,26968098861407907840.00000,0.00065
1752,87600,26447831465690193920.00000,0.00065
1753,87650,26864360619021860864.00000,0.00064
1754,87700,26511895858694946816.00000,0.00064
1755,87750,26734906075640045568.00000,0.00069
1756,87800,26404418871108898816.00000,0.00067
1757,87850,26114100219861114880.00000,0.00066
1758,87900,26376838860003016704.00000,0.00063
1759,87950,27041013367504367616.00000,0.00060
1760,88000,26050799662713962496.00000,0.00063
1761,88050,27123424000520187904.00000,0.00060
1762,88100,26926641498759712768.00000,0.00061
1763,88150,27023333086573330432.00000,0.00061
1764,88200,26402541261186654208.00000,0.00066
1765,88250,27119916920007745536.00000,0.00067
1766,88300,26280162270634627072.00000,0.00064
1767,88350,26568740240562163712.00000,0.00062
1768,88400,26726269631676575744.00000,0.00064
1769,88450,26869782607399317504.00000,0.00064
1770,88500,26848397280423370752.00000,0.00061
1771,88550,26696733402338029568.00000,0.00065
1772,88600,26839051482004529152.00000,0.00062
1773,88650,26989769153363841024.00000,0.00070
1774,88700,27137455036720738304.00000,0.00067
1775,88750,26572119955286368256.00000,0.00063
1776,88800,26911444631837024256.00000,0.00066
1777,88850,27298205248917762048.00000,0.00069
1778,88900,27635131746512535552.00000,0.00060
1779,88950,26959052089122492416.00000,0.00068
1780,89000,26789448129307922432.00000,0.00062
1781,89050,27132083087513047040.00000,0.00065
1782,89100,26962555586886840320.00000,0.00065
1783,89150,26639683688140754944.00000,0.00067
1784,89200,26865650291715973120.00000,0.00059
1785,89250,26491650515298140160.00000,0.00076
1786,89300,27394002282884681728.00000,0.00067
1787,89350,27086089327313358848.00000,0.00091
1788,89400,27334433509405540352.00000,0.00076
1789,89450,27280064842073956352.00000,0.00066
1790,89500,27356969663501389824.00000,0.00068
1791,89550,27790084904492916736.00000,0.00078
1792,89600,27108941565910736896.00000,0.00067
1793,89650,27362710400043126784.00000,0.00076
1794,89700,27411095303749599232.00000,0.00067
1795,89750,27029769512710615040.00000,0.00069
1796,89800,27161400727222394880.00000,0.00068
1797,89850,26170005555619016704.00000,0.00069
1798,89900,26605333199246131200.00000,0.00065
1799,89950,26848938882103947264.00000,0.00067
1800,90000,27963359533518053376.00000,0.00085
1801,90050,27127984887957196800.00000,0.00076
1802,90100,26757728200034844672.00000,0.00065
1803,90150,27238189496156045312.00000,0.00068
1804,90200,27664317949043630080.00000,0.00066
1805,90250,26653471866243792896.00000,0.00061
1806,90300,27236802616111931392.00000,0.00064
1807,90350,27055499637676015616.00000,0.00064
1808,90400,27015918757646143488.00000,0.00068
1809,90450,26821194749129400320.00000,0.00078
1810,90500,27679842016526307328.00000,0.00065
1811,90550,27200499599538348032.00000,0.00062
1812,90600,26594787239575257088.00000,0.00064
1813,90650,27441497060765790208.00000,0.00070
1814,90700,27208984832438427648.00000,0.00068
1815,90750,27183790149091549184.00000,0.00062
1816,90800,27222550416066703360.00000,0.00064
1817,90850,27471105008663425024.00000,0.00066
1818,90900,27694144134931779584.00000,0.00073
1819,90950,28123314272466001920.00000,0.00066
1820,91000,27541247032236683264.00000,0.00065
1821,91050,27289037580840415232.00000,0.00064
1822,91100,27555883800557060096.00000,0.00065
1823,91150,27247871963473047552.00000,0.00064
1824,91200,27146835376865746944.00000,0.00065
1825,91250,26649141281703809024.00000,0.00066
1826,91300,28226255070487904256.00000,0.00064
1827,91350,27818180204707848192.00000,0.00064
1828,91400,27400431298358497280.00000,0.00066
1829,91450,27342979089050599424.00000,0.00062
1830,91500,27638228492413341696.00000,0.00064
1831,91550,27730834481534050304.00000,0.00062
1832,91600,27929675857794887680.00000,0.00077
1833,91650,27352335480496181248.00000,0.00063
1834,91700,28292041291618635776.00000,0.00064
1835,91750,27140956035881578496.00000,0.00067
1836,91800,27610861042198724608.00000,0.00072
1837,91850,28178734559261151232.00000,0.00066
1838,91900,27672269413737484288.00000,0.00065
1839,91950,28273293586238500864.00000,0.00063
1840,92000,27561643545909567488.00000,0.00065
1841,92050,27437244240623116288.00000,0.00071
1842,92100,27804522368129998848.00000,0.00083
1843,92150,27740974998923939840.00000,0.00065
1844,92200,27534926500766191616.00000,0.00064
1845,92250,27550888060470030336.00000,0.00069
1846,92300,28131588024179662848.00000,0.00079
1847,92350,27857960609799516160.00000,0.00070
1848,92400,28067110651724754944.00000,0.00072
1849,92450,27929507686247211008.00000,0.00065
1850,92500,27395728140252585984.00000,0.00068
1851,92550,27508997774188892160.00000,0.00062
1852,92600,27180658554600075264.00000,0.00064
1853,92650,27867488960574091264.00000,0.00081
1854,92700,28477982293931008000.00000,0.00089
1855,92750,27745247389357703168.00000,0.00070
1856,92800,27794057199538573312.00000,0.00065
1857,92850,28072918441574453248.00000,0.00066
1858,92900,27854105622390669312.00000,0.00080
1859,92950,27080202657711075328.00000,0.00079
1860,93000,27719379947827204096.00000,0.00068
1861,93050,28751572960355270656.00000,0.00070
1862,93100,27785996121059323904.00000,0.00062
1863,93150,27505172651278962688.00000,0.00082
1864,93200,27982895127816278016.00000,0.00068
1865,93250,27392781865366937600.00000,0.00069
1866,93300,27291015522602287104.00000,0.00061
1867,93350,28096274352996102144.00000,0.00065
1868,93400,27462147658584330240.00000,0.00067
1869,93450,28315457646837587968.00000,0.00074
1870,93500,28356833805029429248.00000,0.00070
1871,93550,27676871432969535488.00000,0.00066
1872,93600,27629169159679262720.00000,0.00060
1873,93650,27831172718288060416.00000,0.00068
1874,93700,28465291941230690304.00000,0.00061
1875,93750,27881469858158071808.00000,0.00065
1876,93800,28103434420369100800.00000,0.00068
1877,93850,28218525965146841088.00000,0.00083
1878,93900,28012529706185469952.00000,0.00069
1879,93950,28121844080136523776.00000,0.00059
1880,94000,28509276903155990528.00000,0.00062
